merchant_id,segment,converted_from,onboarding_channel,conversion_month,churn_month
M12407,regular,ACH,organic,2025-01-01,2025-12-01
M12408,occasional,Check,outreach,2025-01-01,2025-11-01
M12409,occasional,Check,integrated,2025-01-01,
M12410,regular,Check,integrated,2025-01-01,
M12411,regular,Check,organic,2025-01-01,2025-11-01
M12412,regular,Check,outreach,2025-01-01,2025-12-01
M12413,high_frequency,Check,integrated,2025-01-01,2025-04-01
M12414,regular,Check,outreach,2025-01-01,2025-12-01
M12415,regular,Check,organic,2025-01-01,2025-01-01
M12416,regular,Check,organic,2025-01-01,2025-08-01
M12417,regular,Check,integrated,2025-02-01,
M12418,regular,ACH,integrated,2025-02-01,2025-03-01
M12419,occasional,Check,outreach,2025-02-01,
M12420,occasional,ACH,organic,2025-02-01,2025-06-01
M12421,high_frequency,Check,outreach,2025-02-01,2025-04-01
M12422,high_frequency,ACH,integrated,2025-02-01,
M12423,regular,Check,outreach,2025-02-01,
M12424,occasional,Check,outreach,2025-02-01,2025-05-01
M12425,high_frequency,Check,integrated,2025-02-01,
M12426,high_frequency,ACH,outreach,2025-02-01,2025-12-01
M12427,occasional,Check,organic,2025-02-01,
M12428,occasional,Check,organic,2025-02-01,
M12429,regular,ACH,organic,2025-02-01,
M12430,regular,Check,outreach,2025-02-01,
M12431,occasional,ACH,organic,2025-02-01,
M12432,regular,ACH,organic,2025-02-01,2025-03-01
M12433,occasional,ACH,integrated,2025-02-01,
M12434,occasional,Check,integrated,2025-02-01,
M12435,high_frequency,ACH,organic,2025-02-01,2025-03-01
M12436,occasional,ACH,organic,2025-02-01,
M12437,regular,Check,organic,2025-02-01,
M12438,occasional,ACH,integrated,2025-02-01,
M12439,occasional,ACH,integrated,2025-02-01,
M12440,occasional,ACH,integrated,2025-02-01,
M12441,high_frequency,ACH,outreach,2025-02-01,2025-02-01
M12442,regular,ACH,organic,2025-02-01,2025-03-01
M12443,occasional,ACH,outreach,2025-02-01,2025-04-01
M12444,regular,Check,outreach,2025-02-01,2025-02-01
M12445,high_frequency,ACH,organic,2025-02-01,2025-02-01
M12446,high_frequency,ACH,organic,2025-02-01,2025-05-01
M12447,high_frequency,Check,integrated,2025-02-01,2025-02-01
M12448,high_frequency,ACH,integrated,2025-02-01,2025-04-01
M12449,occasional,ACH,outreach,2025-02-01,
M12450,regular,Check,outreach,2025-02-01,2025-04-01
M12451,regular,Check,integrated,2025-02-01,2025-10-01
M12452,occasional,Check,integrated,2025-02-01,
M12453,regular,Check,outreach,2025-02-01,
M12454,high_frequency,Check,organic,2025-02-01,2025-05-01
M12455,regular,Check,organic,2025-02-01,2025-07-01
M12456,regular,Check,outreach,2025-02-01,
M12457,high_frequency,Check,outreach,2025-02-01,2025-03-01
M12458,occasional,Check,organic,2025-02-01,
M12459,occasional,Check,integrated,2025-02-01,
M12460,occasional,ACH,outreach,2025-02-01,2025-07-01
M12461,regular,ACH,outreach,2025-02-01,
M12462,occasional,ACH,integrated,2025-02-01,
M12463,occasional,Check,organic,2025-02-01,
M12464,regular,Check,outreach,2025-02-01,2025-12-01
M12465,occasional,ACH,outreach,2025-02-01,
M12466,occasional,Check,organic,2025-02-01,
M12467,regular,Check,outreach,2025-02-01,
M12468,occasional,Check,outreach,2025-02-01,2025-04-01
M12469,regular,Check,organic,2025-02-01,
M12470,regular,Check,organic,2025-02-01,2025-07-01
M12471,regular,Check,integrated,2025-02-01,
M12472,occasional,ACH,outreach,2025-02-01,
M12473,regular,Check,outreach,2025-02-01,
M12474,regular,ACH,organic,2025-02-01,2025-11-01
M12475,regular,Check,integrated,2025-02-01,
M12476,occasional,ACH,integrated,2025-02-01,
M12477,occasional,Check,outreach,2025-02-01,
M12478,regular,Check,outreach,2025-02-01,2025-02-01
M12479,occasional,Check,outreach,2025-02-01,2025-08-01
M12480,occasional,Check,outreach,2025-02-01,2025-03-01
M12481,high_frequency,ACH,organic,2025-02-01,
M12482,regular,ACH,outreach,2025-02-01,2025-03-01
M12483,high_frequency,ACH,organic,2025-02-01,2025-09-01
M12484,high_frequency,ACH,outreach,2025-02-01,2025-02-01
M12485,occasional,ACH,integrated,2025-02-01,
M12486,regular,Check,outreach,2025-02-01,2025-09-01
M12487,occasional,ACH,outreach,2025-02-01,
M12488,regular,Check,outreach,2025-02-01,2025-03-01
M12489,regular,ACH,outreach,2025-02-01,2025-07-01
M12490,occasional,Check,outreach,2025-02-01,
M12491,occasional,Check,integrated,2025-02-01,
M12492,occasional,Check,organic,2025-02-01,2025-10-01
M12493,occasional,ACH,integrated,2025-02-01,2025-07-01
M12494,regular,ACH,outreach,2025-02-01,2025-02-01
M12495,occasional,ACH,organic,2025-02-01,
M12496,high_frequency,ACH,organic,2025-02-01,
M12497,occasional,ACH,outreach,2025-02-01,2025-11-01
M12498,occasional,Check,integrated,2025-02-01,2025-06-01
M12499,occasional,ACH,integrated,2025-02-01,
M12500,occasional,Check,outreach,2025-02-01,
M12501,high_frequency,ACH,outreach,2025-02-01,2025-07-01
M12502,occasional,ACH,integrated,2025-02-01,
M12503,occasional,ACH,organic,2025-02-01,2025-02-01
M12504,high_frequency,Check,outreach,2025-02-01,2025-04-01
M12505,regular,ACH,integrated,2025-02-01,2025-06-01
M12506,occasional,Check,organic,2025-02-01,
M12507,regular,Check,integrated,2025-02-01,
M12508,occasional,ACH,organic,2025-02-01,2025-11-01
M12509,occasional,ACH,organic,2025-02-01,
M12510,occasional,Check,organic,2025-02-01,
M12511,regular,Check,outreach,2025-02-01,2025-04-01
M12512,regular,Check,outreach,2025-02-01,2025-03-01
M12513,regular,ACH,outreach,2025-02-01,2025-10-01
M12514,regular,ACH,organic,2025-02-01,
M12515,high_frequency,Check,organic,2025-02-01,
M12516,regular,ACH,outreach,2025-02-01,
M12517,regular,Check,integrated,2025-02-01,
M12518,high_frequency,Check,integrated,2025-02-01,
M12519,occasional,Check,organic,2025-02-01,
M12520,occasional,ACH,outreach,2025-02-01,2025-12-01
M12521,occasional,Check,outreach,2025-02-01,2025-05-01
M12522,regular,Check,outreach,2025-02-01,2025-09-01
M12523,occasional,ACH,outreach,2025-02-01,
M12524,regular,Check,organic,2025-02-01,2025-08-01
M12525,regular,Check,outreach,2025-02-01,
M12526,occasional,ACH,organic,2025-02-01,
M12527,high_frequency,Check,organic,2025-02-01,2025-04-01
M12528,high_frequency,ACH,integrated,2025-02-01,
M12529,occasional,Check,integrated,2025-02-01,
M12530,regular,Check,outreach,2025-02-01,2025-12-01
M12531,regular,Check,integrated,2025-02-01,
M12532,occasional,ACH,outreach,2025-03-01,
M12533,occasional,ACH,outreach,2025-03-01,
M12534,high_frequency,Check,organic,2025-03-01,
M12535,high_frequency,Check,organic,2025-03-01,2025-05-01
M12536,occasional,Check,integrated,2025-03-01,
M12537,occasional,ACH,integrated,2025-03-01,
M12538,regular,Check,outreach,2025-03-01,2025-12-01
M12539,regular,Check,outreach,2025-03-01,2025-04-01
M12540,regular,Check,outreach,2025-03-01,
M12541,regular,ACH,integrated,2025-03-01,
M12542,high_frequency,Check,outreach,2025-03-01,2025-05-01
M12543,regular,ACH,organic,2025-03-01,
M12544,occasional,Check,organic,2025-03-01,
M12545,regular,Check,organic,2025-03-01,
M12546,occasional,ACH,integrated,2025-03-01,2025-04-01
M12547,occasional,Check,outreach,2025-03-01,2025-08-01
M12548,occasional,Check,organic,2025-03-01,
M12549,occasional,Check,integrated,2025-03-01,
M12550,regular,Check,organic,2025-03-01,2025-09-01
M12551,regular,Check,organic,2025-03-01,2025-04-01
M12552,high_frequency,ACH,outreach,2025-03-01,
M12553,occasional,ACH,outreach,2025-03-01,
M12554,regular,Check,integrated,2025-03-01,
M12555,occasional,Check,organic,2025-03-01,
M12556,occasional,ACH,integrated,2025-03-01,
M12557,occasional,Check,outreach,2025-03-01,
M12558,regular,ACH,integrated,2025-03-01,
M12559,regular,Check,organic,2025-03-01,
M12560,regular,Check,integrated,2025-03-01,
M12561,occasional,ACH,organic,2025-03-01,
M12562,occasional,ACH,integrated,2025-03-01,
M12563,regular,Check,outreach,2025-03-01,
M12564,occasional,Check,outreach,2025-03-01,
M12565,occasional,ACH,outreach,2025-03-01,2025-09-01
M12566,occasional,ACH,outreach,2025-03-01,
M12567,occasional,Check,organic,2025-03-01,
M12568,regular,ACH,outreach,2025-03-01,2025-03-01
M12569,high_frequency,Check,outreach,2025-03-01,2025-05-01
M12570,occasional,Check,organic,2025-03-01,2025-03-01
M12571,occasional,Check,outreach,2025-03-01,
M12572,occasional,ACH,integrated,2025-03-01,
M12573,regular,Check,organic,2025-03-01,2025-11-01
M12574,occasional,Check,organic,2025-03-01,2025-10-01
M12575,occasional,Check,outreach,2025-03-01,
M12576,high_frequency,ACH,outreach,2025-03-01,2025-08-01
M12577,occasional,ACH,organic,2025-03-01,
M12578,high_frequency,Check,outreach,2025-03-01,2025-04-01
M12579,regular,ACH,outreach,2025-03-01,2025-09-01
M12580,occasional,ACH,organic,2025-03-01,
M12581,high_frequency,ACH,organic,2025-03-01,
M12582,occasional,Check,integrated,2025-03-01,
M12583,regular,ACH,outreach,2025-03-01,
M12584,occasional,Check,organic,2025-03-01,
M12585,regular,Check,integrated,2025-03-01,
M12586,regular,Check,outreach,2025-03-01,
M12587,occasional,ACH,outreach,2025-03-01,
M12588,regular,Check,integrated,2025-03-01,
M12589,regular,Check,integrated,2025-03-01,2025-09-01
M12590,regular,Check,outreach,2025-03-01,2025-05-01
M12591,occasional,Check,outreach,2025-03-01,
M12592,regular,Check,organic,2025-03-01,
M12593,high_frequency,Check,organic,2025-03-01,2025-09-01
M12594,occasional,Check,outreach,2025-03-01,2025-05-01
M12595,regular,ACH,organic,2025-03-01,2025-03-01
M12596,occasional,ACH,organic,2025-03-01,2025-04-01
M12597,occasional,Check,outreach,2025-03-01,
M12598,regular,ACH,integrated,2025-03-01,
M12599,regular,Check,organic,2025-03-01,2025-10-01
M12600,occasional,Check,integrated,2025-03-01,
M12601,regular,Check,organic,2025-03-01,2025-08-01
M12602,high_frequency,Check,integrated,2025-03-01,
M12603,occasional,ACH,organic,2025-03-01,
M12604,regular,ACH,organic,2025-03-01,
M12605,regular,ACH,organic,2025-03-01,
M12606,regular,Check,outreach,2025-03-01,2025-05-01
M12607,occasional,Check,outreach,2025-03-01,2025-06-01
M12608,occasional,ACH,organic,2025-03-01,2025-12-01
M12609,regular,Check,outreach,2025-03-01,
M12610,occasional,ACH,outreach,2025-03-01,
M12611,high_frequency,ACH,outreach,2025-03-01,2025-04-01
M12612,occasional,Check,integrated,2025-03-01,
M12613,occasional,Check,outreach,2025-03-01,
M12614,high_frequency,Check,outreach,2025-03-01,2025-03-01
M12615,regular,Check,organic,2025-03-01,2025-04-01
M12616,high_frequency,Check,outreach,2025-03-01,
M12617,occasional,Check,organic,2025-03-01,
M12618,high_frequency,Check,organic,2025-03-01,2025-10-01
M12619,regular,ACH,integrated,2025-03-01,
M12620,regular,Check,organic,2025-03-01,
M12621,occasional,Check,integrated,2025-03-01,2025-06-01
M12622,occasional,ACH,integrated,2025-03-01,
M12623,occasional,ACH,outreach,2025-03-01,
M12624,occasional,Check,organic,2025-03-01,
M12625,regular,Check,outreach,2025-03-01,
M12626,regular,ACH,outreach,2025-03-01,2025-11-01
M12627,occasional,Check,integrated,2025-03-01,
M12628,high_frequency,ACH,outreach,2025-03-01,2025-11-01
M12629,occasional,ACH,integrated,2025-03-01,
M12630,regular,Check,outreach,2025-03-01,2025-05-01
M12631,high_frequency,Check,outreach,2025-03-01,2025-03-01
M12632,occasional,ACH,outreach,2025-03-01,
M12633,occasional,Check,organic,2025-03-01,
M12634,occasional,ACH,integrated,2025-03-01,
M12635,regular,ACH,organic,2025-03-01,2025-05-01
M12636,regular,ACH,organic,2025-03-01,2025-05-01
M12637,occasional,Check,outreach,2025-03-01,
M12638,occasional,Check,outreach,2025-03-01,
M12639,high_frequency,ACH,outreach,2025-03-01,2025-06-01
M12640,occasional,Check,organic,2025-03-01,
M12641,high_frequency,Check,organic,2025-03-01,2025-03-01
M12642,occasional,Check,outreach,2025-03-01,2025-11-01
M12643,high_frequency,Check,organic,2025-03-01,
M12644,regular,Check,organic,2025-03-01,2025-05-01
M12645,high_frequency,Check,organic,2025-03-01,
M12646,regular,ACH,outreach,2025-03-01,2025-08-01
M12647,occasional,Check,organic,2025-03-01,2025-03-01
M12648,high_frequency,Check,organic,2025-03-01,
M12649,regular,Check,organic,2025-03-01,2025-07-01
M12650,regular,ACH,outreach,2025-03-01,2025-04-01
M12651,regular,ACH,outreach,2025-04-01,
M12652,regular,Check,integrated,2025-04-01,
M12653,high_frequency,Check,outreach,2025-04-01,
M12654,occasional,Check,organic,2025-04-01,
M12655,occasional,Check,outreach,2025-04-01,
M12656,regular,Check,organic,2025-04-01,
M12657,occasional,ACH,organic,2025-04-01,
M12658,high_frequency,ACH,integrated,2025-04-01,2025-12-01
M12659,high_frequency,ACH,outreach,2025-04-01,2025-04-01
M12660,occasional,ACH,integrated,2025-04-01,
M12661,occasional,ACH,outreach,2025-04-01,2025-04-01
M12662,high_frequency,Check,outreach,2025-04-01,2025-09-01
M12663,high_frequency,Check,integrated,2025-04-01,
M12664,occasional,Check,outreach,2025-04-01,
M12665,high_frequency,Check,outreach,2025-04-01,
M12666,occasional,Check,outreach,2025-04-01,
M12667,regular,Check,integrated,2025-04-01,
M12668,high_frequency,ACH,organic,2025-04-01,2025-04-01
M12669,regular,Check,outreach,2025-04-01,2025-08-01
M12670,high_frequency,ACH,integrated,2025-04-01,2025-05-01
M12671,regular,Check,outreach,2025-04-01,2025-04-01
M12672,high_frequency,Check,organic,2025-04-01,2025-04-01
M12673,occasional,Check,integrated,2025-04-01,
M12674,high_frequency,Check,outreach,2025-04-01,
M12675,regular,Check,outreach,2025-04-01,
M12676,occasional,Check,outreach,2025-04-01,
M12677,occasional,ACH,outreach,2025-04-01,
M12678,high_frequency,Check,outreach,2025-04-01,
M12679,occasional,Check,organic,2025-04-01,
M12680,occasional,Check,outreach,2025-04-01,
M12681,occasional,Check,outreach,2025-04-01,2025-08-01
M12682,occasional,Check,integrated,2025-04-01,
M12683,occasional,Check,outreach,2025-04-01,
M12684,regular,Check,organic,2025-04-01,
M12685,occasional,ACH,organic,2025-04-01,
M12686,regular,ACH,organic,2025-04-01,
M12687,occasional,ACH,outreach,2025-04-01,
M12688,occasional,ACH,integrated,2025-04-01,
M12689,high_frequency,Check,organic,2025-04-01,2025-06-01
M12690,occasional,ACH,integrated,2025-04-01,
M12691,occasional,Check,outreach,2025-04-01,
M12692,occasional,Check,organic,2025-04-01,2025-05-01
M12693,regular,Check,organic,2025-04-01,
M12694,occasional,Check,outreach,2025-04-01,
M12695,high_frequency,ACH,organic,2025-04-01,2025-09-01
M12696,regular,Check,outreach,2025-04-01,2025-07-01
M12697,occasional,Check,outreach,2025-04-01,
M12698,high_frequency,Check,outreach,2025-04-01,2025-07-01
M12699,occasional,Check,outreach,2025-04-01,
M12700,occasional,Check,organic,2025-04-01,
M12701,occasional,ACH,outreach,2025-04-01,
M12702,regular,Check,outreach,2025-04-01,
M12703,occasional,ACH,outreach,2025-04-01,
M12704,occasional,Check,organic,2025-04-01,2025-10-01
M12705,high_frequency,Check,organic,2025-04-01,2025-05-01
M12706,regular,ACH,integrated,2025-04-01,
M12707,high_frequency,Check,organic,2025-04-01,2025-04-01
M12708,occasional,Check,outreach,2025-04-01,2025-08-01
M12709,occasional,Check,outreach,2025-04-01,
M12710,regular,Check,outreach,2025-04-01,
M12711,high_frequency,ACH,outreach,2025-04-01,
M12712,regular,ACH,outreach,2025-04-01,
M12713,high_frequency,Check,organic,2025-04-01,2025-06-01
M12714,regular,Check,integrated,2025-04-01,
M12715,occasional,ACH,integrated,2025-04-01,2025-04-01
M12716,occasional,Check,integrated,2025-04-01,
M12717,regular,ACH,organic,2025-04-01,
M12718,regular,ACH,integrated,2025-04-01,
M12719,high_frequency,Check,organic,2025-04-01,2025-04-01
M12720,regular,Check,outreach,2025-04-01,
M12721,regular,Check,organic,2025-04-01,2025-07-01
M12722,occasional,Check,outreach,2025-04-01,
M12723,regular,Check,integrated,2025-04-01,
M12724,occasional,ACH,outreach,2025-04-01,
M12725,occasional,Check,organic,2025-04-01,
M12726,occasional,ACH,outreach,2025-04-01,
M12727,occasional,Check,organic,2025-04-01,
M12728,regular,Check,outreach,2025-04-01,
M12729,occasional,ACH,organic,2025-04-01,
M12730,high_frequency,Check,outreach,2025-04-01,2025-06-01
M12731,regular,ACH,outreach,2025-04-01,2025-07-01
M12732,occasional,ACH,integrated,2025-04-01,
M12733,high_frequency,ACH,organic,2025-04-01,
M12734,regular,ACH,integrated,2025-04-01,
M12735,high_frequency,Check,outreach,2025-04-01,2025-10-01
M12736,regular,ACH,integrated,2025-04-01,
M12737,regular,Check,outreach,2025-04-01,2025-09-01
M12738,high_frequency,Check,integrated,2025-04-01,2025-06-01
M12739,occasional,ACH,outreach,2025-04-01,
M12740,occasional,Check,integrated,2025-04-01,
M12741,regular,Check,organic,2025-04-01,2025-06-01
M12742,occasional,Check,organic,2025-04-01,
M12743,occasional,Check,organic,2025-04-01,
M12744,high_frequency,Check,outreach,2025-04-01,2025-04-01
M12745,occasional,ACH,organic,2025-04-01,
M12746,regular,Check,outreach,2025-04-01,
M12747,regular,Check,organic,2025-04-01,
M12748,regular,ACH,organic,2025-04-01,2025-08-01
M12749,regular,Check,outreach,2025-04-01,2025-11-01
M12750,regular,Check,outreach,2025-04-01,2025-04-01
M12751,occasional,ACH,outreach,2025-04-01,2025-05-01
M12752,regular,ACH,integrated,2025-04-01,
M12753,occasional,Check,outreach,2025-04-01,2025-07-01
M12754,regular,Check,outreach,2025-04-01,
M12755,occasional,ACH,integrated,2025-04-01,
M12756,occasional,Check,integrated,2025-04-01,
M12757,regular,Check,integrated,2025-04-01,
M12758,occasional,Check,outreach,2025-04-01,2025-04-01
M12759,occasional,Check,integrated,2025-04-01,
M12760,occasional,Check,integrated,2025-04-01,2025-06-01
M12761,occasional,Check,outreach,2025-04-01,2025-06-01
M12762,high_frequency,ACH,organic,2025-04-01,2025-05-01
M12763,regular,ACH,outreach,2025-04-01,
M12764,high_frequency,Check,integrated,2025-04-01,
M12765,regular,Check,integrated,2025-04-01,
M12766,occasional,Check,outreach,2025-04-01,
M12767,occasional,Check,organic,2025-04-01,
M12768,high_frequency,Check,outreach,2025-04-01,2025-06-01
M12769,high_frequency,Check,organic,2025-04-01,2025-07-01
M12770,regular,Check,integrated,2025-04-01,
M12771,occasional,ACH,integrated,2025-04-01,
M12772,regular,Check,integrated,2025-04-01,
M12773,high_frequency,ACH,outreach,2025-05-01,2025-08-01
M12774,high_frequency,Check,organic,2025-05-01,2025-05-01
M12775,occasional,ACH,organic,2025-05-01,
M12776,regular,Check,organic,2025-05-01,
